google-link,username,Past Action,Time,Review
https://lh3.googleusercontent.com/a-/ALV-UjVzAWfGiLUmrGH3PC0DTlKQZ8YG0j8LLlFgdDegcMce4WVuje1N=w36-h36-p-rp-mo-br100,miq jamil,8 reviews · 2 photos,9 months ago,super slow service by the cashier.. should have just taken minutes to pack the food. not sure if he is tired or having Friday blues .. but please you wasting customer time by taking your own sweet time when packing the food. …
https://lh3.googleusercontent.com/a/ACg8ocLqaC-VfBI8PIDtJcguN_Hn95_bLV8bOJAPyu4DgmEc0EJL4g=w36-h36-p-rp-mo-br100,Ahmad Za'aim Md Suhaimi,3 reviews · 2 photos,10 months ago,"One of the female staff very rude. If you don't know how to treat customer, dont work in customer service industry. Management need to look at it seriously. Customers had to queue for more than one hours to get their food, so please treat them with nice manner."
https://lh3.googleusercontent.com/a/ACg8ocIeFi7MxwDYPfAIgH-vIeFwb8jWXB2lm8BLeU7-HYzpeJLymQ=w36-h36-p-rp-mo-ba3-br100,Nur Lin,Local Guide · 21 reviews · 30 photos,5 years ago,"Plenty of choice, clean and tidy cafe, with nice choclate aroma, muslim product"
https://lh3.googleusercontent.com/a-/ALV-UjXGFbKd8thdzKBD7jHO1e2rRIlTxwE8aFBsTXiC1VxIfui3x6H4vQ=w36-h36-p-rp-mo-ba3-br100,Bulya Hakimi,Local Guide · 34 reviews · 13 photos,9 months ago,"is overrated. need to come early (before 6pm) to try out the best selling desserts like cake in bowl and soft cookies. need to park underground and walk a bit to the shop. shop is small and crowded. no clear instruction/sign where to pay, how to order etc."
https://lh3.googleusercontent.com/a-/ALV-UjXgol8LQ2r11u6qoVoQB5QZuVQggb6qPkGPMYiJHI-0ZijkwcQ=w36-h36-p-rp-mo-ba3-br100,Abid Zaman,Local Guide · 14 reviews · 12 photos,a year ago,Very good food. Staff are very friendly.
https://lh3.googleusercontent.com/a-/ALV-UjVWBMoFVL2B0E3qAk1LdW3s62nbXzNi-Xno0DylPxFwVIKFnYaYDQ=w36-h36-p-rp-mo-ba3-br100,Haida Hairunisa,Local Guide · 27 reviews · 58 photos,9 months ago,Beratur panjang tpi worth😍 love their cheese in a cup …
https://lh3.googleusercontent.com/a/ACg8ocKvkUHJt9vSb3ySlvON15s42oXGapnNO0m8ghPCBZPF3yKDig=w36-h36-p-rp-mo-br100,A A,7 reviews · 2 photos,a year ago,Bad experience with the whatsapp support today just trying to order the Raya box. Suggest to think about resourcing and ability to serve customers promptly if you’re really serious about the business. Don’t create a business if you’re …
https://lh3.googleusercontent.com/a/ACg8ocK9wZQAJGvr_-d0rC7yiStx9Yf8zI_GZo8w0ZDFo7Ma9qK3SXQ=w36-h36-p-rp-mo-ba3-br100,Siti Azlizah,Local Guide · 38 reviews · 68 photos,a year ago,Those who don't like too sweet dessert like me can still go there just need to choose carefully.
https://lh3.googleusercontent.com/a-/ALV-UjVmdAqHYrFmUgEsUfSpEGPS19Gmhmw_Gsqy127EfbLM93oioilq=w36-h36-p-rp-mo-ba2-br100,Hamba Allah,Local Guide · 10 reviews · 5 photos,4 months ago,"Parking easy, in morning not many people :) during weekdays"
https://lh3.googleusercontent.com/a-/ALV-UjV_0odHG0w_0fWnlLb2712W-biDaOrQeH5QbmhmCRcwkufKjcR2Hw=w36-h36-p-rp-mo-ba4-br100,Alan Razali,Local Guide · 217 reviews · 145 photos,2 months ago,"Cake in bowl
The cake is delicious but the chocolate liquid on top is overly sweet and massive …"
https://lh3.googleusercontent.com/a-/ALV-UjUcUl5_GjOq3DwII2KlAa9ZCF_Sl8qpDiMwfGN7Tt3A_Byq18wQ=w36-h36-p-rp-mo-br100,Sabrina Rashid,8 reviews · 10 photos,a year ago,"Review a++ from tiktok ofcos u expect ramai orang datang but pls renovate ur shop to a bigger one. Orang lambat tapi service slow sangat kecewa. Had to wait for 1 hour prolly more than that, never come here again sorry. Support other vendor next time"
https://lh3.googleusercontent.com/a/ACg8ocKntq4hGu7iQmWimI-wEmyK0jgn8glnHMyL8p_AWAaArKghJNNw=w36-h36-p-rp-mo-ba4-br100,Shi,Local Guide · 73 reviews · 13 photos,6 months ago,"desert where only suitable for malays people
sweetness level: 1000/10, eat if u want to potong kaki
price also expensive for such normal dessert"
https://lh3.googleusercontent.com/a-/ALV-UjWblyZO_fMvB83_p1ZXR5wCvPh-JZkPtjBMhGogzAFn7CmxrOk=w36-h36-p-rp-mo-br100,Lynn Fadzil,5 reviews,a year ago,"Earlier today, I arrived at SD at 9:45pm and I wanted to order the signature Chocolate Cheese but the worker said that they already closed order. I thought you guys are closed 10pm. If someone can make it clear that closing at 10pm means I can still order a takeout at 9:45pm right?"
https://lh3.googleusercontent.com/a/ACg8ocIOXQQc3KsaXBqsvjgyYgbuiW9x8VJHSZJbCWH2iQW4NGzhvIZT=w36-h36-p-rp-mo-br100,levia 1211,9 reviews · 2 photos,11 months ago,". Well, from what I've gathered, some of the complaints in the bad reviews were about the desserts being too sweet, lacking flavor, and having a dry texture. Price is okay but the taste wasn’t okay ! Not worth . But the environment was nice ."
https://lh3.googleusercontent.com/a/ACg8ocJ2xGT0rZX1HWPLhzE7lMnNsqmO7-xn6uu5tzXSjePdaeBpgA=w36-h36-p-rp-mo-br100,Claire Dunne,4 reviews,a year ago,"Im gonna be blunt ,Im an avid dessert lover but suka dessert is worst of them all. This will be the first and the last for me …"
https://lh3.googleusercontent.com/a/ACg8ocIyGyg_JOHb0j5enljUxJy_KtPkgJhORiQd20WDAIcn1nDKRYs=w36-h36-p-rp-mo-ba3-br100,Azri Sulaiman,Local Guide · 63 reviews,a year ago,"Various kinds of innovative desserts, my recommendation being the Pista-Cheese Cup. Starting from 12 noon, you'll have access to heavy meals so you don't have to opt for another diner. However, the place started to get crowded i.e., you'll …"
https://lh3.googleusercontent.com/a-/ALV-UjWCyOiaIzEIob0XNxS1lYmwNI4RgYvfvr0efyZe48FU078gIvYO=w36-h36-p-rp-mo-br100,Anis Suhana Hashim,6 reviews,a year ago,"Suka Dessert - a dessert cafe with Chow Kit Market vibes when you literally eating with tons of people queing beside you the whole time.
Ambience is unpleasant with dirty washroom and well as general surroundings. …"
https://lh3.googleusercontent.com/a-/ALV-UjWWLSq0YTvN4Yi_PWvGs41uGCsmqjU57oqF6M_ztkUu8ffZMYrB=w36-h36-p-rp-mo-br100,Nurfaraheen Ajwa,9 reviews · 6 photos,3 years ago,Arrived at peak hour so it was a full house. I got no problem at all to wait but there’s no staff entertain us so we had to stand beside the cashier like a dumb. Sebab fikir datang jauh2 kalau tak mmg dah keluar. So that part takpalah Im …
https://lh3.googleusercontent.com/a/ACg8ocJaC3iHOyRXYNq-0irPChUQkacinYB-xpUfKr8BAEBfOaCl6gja=w36-h36-p-rp-mo-ba5-br100,M. Nasution,"Local Guide · 84 reviews · 1,570 photos",3 years ago,"Food is good for dessert
Many choices after 12pm for snack time
Price is moderate (not cheap) …"
https://lh3.googleusercontent.com/a-/ALV-UjUdVMcq8tM7Yb2JxoA9JKzsQBIKWlK9SYzdPDSTbVjsABYMq4oo=w36-h36-p-rp-mo-ba5-br100,Muhamad Aizuddin Nazri,Local Guide · 197 reviews · 28 photos,a month ago,Always check their IGs for latest promotion and item
https://lh3.googleusercontent.com/a-/ALV-UjU4POfBrgymNeO6oPNO6wnyZjPWI6fdaq8R3LAE1tswqMS8RUSa=w36-h36-p-rp-mo-ba3-br100,Liza Idayu Zakaria,Local Guide · 22 reviews · 7 photos,4 years ago,"Went there to look for my sons's birthday cake. Ordered pizza choc brownies,macarons,carbonara ramen & aglio olio pasta with bbq lamb. Desserts were tasty,the ramen too..but lamb was a bit too sweet for me. Choice of food is good but need …"
https://lh3.googleusercontent.com/a-/ALV-UjUZHeDcm-ubW93OzjLxxM0cDaE0j6p5H0HwhKqjWQ7vKXUTzSMPHA=w36-h36-p-rp-mo-br100,nurul hanany,8 reviews · 9 photos,4 years ago,Second time buying at this shop since before they moved to new shop. i love all the desserts. But the only thing i dont like is we have to pay for the parking infront the shop and the staff dont tell us about that. Its raining heavily and …
https://lh3.googleusercontent.com/a/ACg8ocKgOnJtXMZZ1poPmsjpbjglcaQ_Ymv6nQdKJQTG6Z7vV543LA=w36-h36-p-rp-mo-br100,Tan Ying Ying,23 reviews,2 years ago,"They dont like it if you give bad feedback/review. If you said you dont like the taste of their food, they will attack and blame you back. I was shocked. I had their brownies and commented on their facebook saying that it was too sweet for …"
https://lh3.googleusercontent.com/a/ACg8ocKUT6zsG8OB56Zs-9HrBZey5L2b_IjkFj9n5XesN2L9l6HiagoU=w36-h36-p-rp-mo-ba2-br100,onnineshopping 1,Local Guide · 11 reviews · 3 photos,10 months ago,This shop buy reviews via Facebook group 👌 i saw them offering RM2 per reviews. (5star review) …
https://lh3.googleusercontent.com/a-/ALV-UjUiZx1MbjzY_xpxk9p6JAENvcK6FBuAPBMywC6Bs3o724inNHQ=w36-h36-p-rp-mo-ba4-br100,RMR,Local Guide · 35 reviews · 174 photos,5 years ago,Lovely desert. Worth the time and money.
https://lh3.googleusercontent.com/a-/ALV-UjVYfCQrw8cZlPOCGaHJlqG6eNV7Q0oOlf3hoWDlK_QF5j8PUR2j=w36-h36-p-rp-mo-br100,nour fitri,3 reviews · 1 photo,2 years ago,"Not recommended for those who like to eat western cuisine. sorry to say. Yes you are the best when it’s all about a dessert. I ordered family set of western dish just now which contains of a few of meat, fish fillet (3 thin slices), chicken …"
https://lh3.googleusercontent.com/a/ACg8ocLUHOLBJdgumZqe9U7R4MzDQTv7vBa4KP-2j1xqhY2IEXgsCA=w36-h36-p-rp-mo-ba4-br100,Deen Kim,Local Guide · 56 reviews · 56 photos,a year ago,Yea all good but i hope they make improvement towards take away packaging cuz its hard for the rider to bring it on the way. 100% would spill and wasted.
https://lh3.googleusercontent.com/a-/ALV-UjWCkWWxT2kFfc_8bSN8bEoyrE8gUhmKptF2FBfG3Bn81uQ26rmv=w36-h36-p-rp-mo-ba2-br100,Izzi 143,Local Guide · 10 reviews · 16 photos,4 years ago,"Desserts are wonderful
Ordered the grilled chicken burger cheese. Chicken was amazing but the bread was hard, difficult to cut & bite into. Its supposed to be toasted and crunchy. …"
https://lh3.googleusercontent.com/a-/ALV-UjWU7m2FkQ4K8XjMmnbP5Pzm92cZ1g5kMPLs-u7t3Clm78iOdHcw=w36-h36-p-rp-mo-ba6-br100,Hafiz Hussin,"Local Guide · 485 reviews · 2,117 photos",4 years ago,"Newest craze in town. Sweet tooth lover will be suprised by all the variety brownies, cakes and chocolate sweet. The place quite small but the big winner is their dessert. Well done to all the staff and owner. Keep it up!"
https://lh3.googleusercontent.com/a/ACg8ocKI6qGP_icCsGujlryATsBnG2emJ2xbjYEQ5h3ezc3ccgq9Mw=w36-h36-p-rp-mo-br100,muhd al-wafi,18 reviews · 4 photos,a year ago,"So sweetttt , literallyyyy but the place is aesthetic and well kept cleaned... Keep up the good workkk guyss"
https://lh3.googleusercontent.com/a-/ALV-UjUWDlTCRnGuqR5GQTYuMhAyvGFqtKY_mJXjDSf8PpRwynaGyHgTyw=w36-h36-p-rp-mo-ba3-br100,muhammad rodi,Local Guide · 60 reviews · 62 photos,4 years ago,The desserts is great but the Q is time consuming.
https://lh3.googleusercontent.com/a-/ALV-UjXidJQlF4EmPqSGkbjpscGp-De1jKBCJ0fdRNzsxs-Ah-vKUMaE=w36-h36-p-rp-mo-br100,fatimah,8 reviews,2 years ago,one of the staff yell and shout at me “nak yang mana??!!!!”  very rude men staff.
https://lh3.googleusercontent.com/a-/ALV-UjVNR7LrHguVdW2Cs6BcfnZ7uNhDJhgqOephZR3yZar5lTUkkeII3g=w36-h36-p-rp-mo-ba4-br100,Yu아이유,Local Guide · 47 reviews · 254 photos,2 months ago,Alhamdulillah I've been craving for a long time and finally got it. It's close to my sister-in-law's house. 3 minutes by car. But it's so much fun that I don't have time to go to Selayang. This time it's so …
https://lh3.googleusercontent.com/a-/ALV-UjXp6wdiRWfdtn3ZEdGEiqac0Q96b-hdenrHDuL51ZnnH9XYUh9U=w36-h36-p-rp-mo-ba2-br100,Lailahusna,Local Guide · 7 reviews · 20 photos,2 months ago,"Overall, everything I ordered was delicious. But the place to dine in is hot when there are many people. I feel very uncomfortable eating. The ice cream is delicious, the bucket cookies are delicious, the croissants are crazy crunchy and …"
https://lh3.googleusercontent.com/a-/ALV-UjXSUwtRed0qx8NrWsRWveYvguvfvId4gf6uq-XK-sr23aqKIFOF=w36-h36-p-rp-mo-ba4-br100,Ana Farhana,Local Guide · 48 reviews · 132 photos,3 months ago,"Parking can be parked at the Ground Level (paid parking)

The queue to enter the store is long but fast, within an hour you can order and …"
https://lh3.googleusercontent.com/a-/ALV-UjWhiL1RCnBBeO4nJHB2rgwh3x835e8xWIksQic2IUHjIq1FlSZ1=w36-h36-p-rp-mo-br100,zamira zamira,6 reviews · 17 photos,2 months ago,"For sweet lovers, this is heaven😋.. And for those who are sick, the sugar factory is already in the body to make it taste, God willing... there are other foods too. Follow your own taste …"
https://lh3.googleusercontent.com/a-/ALV-UjUCvBv-bvzIKVq_P3eWpol4zmj0j2XPsLs6L5g-35ZKmtrOMpTwbg=w36-h36-p-rp-mo-ba2-br100,Siti Zainab,Local Guide · 15 reviews · 6 photos,3 months ago,"First time going to a cafe like dessert @ Selayang

- location is ok, easy to find …"
https://lh3.googleusercontent.com/a-/ALV-UjWppro9obljDRPBCZy9S5jscPLOJP3xyGQM7RHyrT6MYLJqfoVlRg=w36-h36-p-rp-mo-ba5-br100,Nadhirah,Local Guide · 128 reviews · 629 photos,3 months ago,"First time rasa during the new year event at The Curve.

How to order using paper, queue, pay, get an order 'ticket', pick up food at the …"
https://lh3.googleusercontent.com/a-/ALV-UjWqLQxwZRQ3L5NbnXKrTeDjYyKVZ5efP29MB68A0kgtWvFET-1LPQ=w36-h36-p-rp-mo-ba3-br100,Ashraff Kamal,Local Guide · 7 reviews · 34 photos,6 months ago,I don't know what the Suka Dessert management system is like.... Dizziness! Whoever comes for the first time must jam. …
https://lh3.googleusercontent.com/a-/ALV-UjX6wGUFS-b6oKi7oR8coak4Xylr01HdqmVnog7FnCFsGwdRON1Okw=w36-h36-p-rp-mo-ba5-br100,Fadzreena Myra,Local Guide · 139 reviews · 662 photos,a month ago,"queuing for 1 hour 30 min for sukadessert, all the food is cold huhuhu, buy croissants and hot chocolate are not even hot 😭 cake in bowl is delicious but a little sweet …"
https://lh3.googleusercontent.com/a-/ALV-UjUZ1rMGWklLEcX4rClQ3lJMmoWuLMz3nzyD7IrjcIYSAXWD-wGX=w36-h36-p-rp-mo-br100,noredayu ariff,11 reviews · 16 photos,2 months ago,"Since I took care of him at Selayang Hospital for 12 days. I came here 6 times. So far I will come in the middle of the night because I don't Q. Today is a little frustrating. Because the staff is not very friendly, maybe they are tired. …"
https://lh3.googleusercontent.com/a/ACg8ocIGK3B43IMcSGoTS9CGoquqbMcKy_bKC1nccPTDZS7TgPP24Q=w36-h36-p-rp-mo-br100,Ra Deans,4 reviews · 13 photos,a month ago,I'm here for syahbuna to buy cookies that my mother sent for Raya.. My fortune is early.. Because I don't need it.. But there's a lot of people in the store.. I'm in charge of the store.. Pergghh.. Pjg q until the end.. …
https://lh3.googleusercontent.com/a-/ALV-UjUQZKEPBxzhN8Oix2gmLdF2JZqTt_RK-epSDtDQV1dqmPyV71D0mw=w36-h36-p-rp-mo-ba5-br100,Mr Anwar,Local Guide · 146 reviews · 529 photos,5 months ago,"Hot stuff. As early as 9am, people are already making arrangements for the weekend. At the set time, everyone at the door will be divided into groups. Kat in there are 2 lines. 1 for snacks. And 1 more for hot items cake in bowl and croisant. Lots of staff. Don't worry. Keep it up."
https://lh3.googleusercontent.com/a/ACg8ocLNLF4UnEi5Qj4EBzopUTiS5bbAL5KXBqXpgFfgb5YnYbwt6w=w36-h36-p-rp-mo-ba4-br100,Alham Hanani,Local Guide · 25 reviews · 347 photos,3 months ago,"Alhamdulillah, no longer craving after years of trying to like dessert since my aunty does business at home. Fast service, desserts are all delicious for chocolate lovers. Yeayy, love it!! ❤️"
https://lh3.googleusercontent.com/a/ACg8ocKd3-UbgW22ej2dv1OcXxPJDely2LWxOKlO0cJs7vj7W7LRIA=w36-h36-p-rp-mo-ba4-br100,Micah abd rashid,Local Guide · 46 reviews · 114 photos,2 months ago,"To buy dessert, we arrived at 9.50, people lined up long enough. We arrived on Sunday. We waited outside for 30 minutes, when we got in here we waited in line for another 20 minutes.. so if we want to dine in, we will wait until 12 before …"
https://lh3.googleusercontent.com/a-/ALV-UjU_EgiJYADPXX1GXDBKtd5ZMc6UJgG7JbZ6LwM-Fllf_j_9QcHZtw=w36-h36-p-rp-mo-ba6-br100,Mell Eusoffe,"Local Guide · 343 reviews · 1,000 photos",4 months ago,Overall it's okay..go on a normal day so there's no need to queue. The system is smooth. Maybe because there are not many people. Her dessert is okay.. you can.. …
https://lh3.googleusercontent.com/a-/ALV-UjUU171ayAdBNQdY3VglR_6bWoe2cTU5tXqwb0d-Jxw-RDKjYTVn=w36-h36-p-rp-mo-ba4-br100,taufiqs,Local Guide · 70 reviews · 142 photos,6 months ago,"how do you say bro...I came from JB straight to the untieja store...as a fan of sweets and chocolate, I feel that the chocolate used is just the same 😅...why does my throat tell me it tastes the same as cadbury? why?!😭…..the one on the menu …"
https://lh3.googleusercontent.com/a/ACg8ocIWjb9uqtdKfCVkHVOJhchplYc0tHhdajdHYcMeFFd2OZ7EBvCg=w36-h36-p-rp-mo-ba3-br100,N,Local Guide · 37 reviews · 2 photos,4 months ago,"Soup is not clear. Before Aunty Ja wants to expand her business, fix all this first. …"
https://lh3.googleusercontent.com/a/ACg8ocL6Dw8FrDsyN4xahrdsJayLtMDIPyQD5h_InnV3PBmb1azf6w=w36-h36-p-rp-mo-br100,nurul shafika,2 reviews · 3 photos,4 months ago,"For my throat, strawberry chocolate with oval cookies is really delicious. The others are normal.
1st point. The system is bad, there is no signboard where to queue to dine in. …"
https://lh3.googleusercontent.com/a-/ALV-UjUWtpWjLsRhkxDidoUjgv5AkMGA-TGcb87_UvjHKETYIya1AX8=w36-h36-p-rp-mo-ba4-br100,Amirul Mubin,Local Guide · 84 reviews · 36 photos,2 months ago,"- when it comes to weekend or PH, it's really long, but not long in 10-15 minutes. if you dine in, you can enter soon
- the shop is a bit narrow because there are so many people, but the counter is …"
https://lh3.googleusercontent.com/a-/ALV-UjVGEg-k5IB5M2xbysrcvEbcUK4jNcF1a3uUkmnBhtvaeezzvBjQ=w36-h36-p-rp-mo-ba4-br100,Jeff Fakhrurrazi,Local Guide · 97 reviews · 328 photos,6 months ago,"Super long queue, food is okay. It's not crazy good. I don't know what the hype is about long queues like this. Can't find it anywhere close. Some are good, some are average. Cake a big no. …"
https://lh3.googleusercontent.com/a-/ALV-UjXvfDfEQzZ0S4WPq_rHLrJK6Jgb5_EHuf7bU6ZYiwbjv9y8Prs=w36-h36-p-rp-mo-br100,siti hajar ibrahim,2 reviews · 4 photos,4 months ago,"It's almost half an hour to queue because I'm going fast, I'm lucky to be able to park in front of the shop because in front of it, everyone really likes dessert parking"
https://lh3.googleusercontent.com/a-/ALV-UjX25IXJ491RpqzjWeb7bsXmzibtDVawc2zxR0CMPHXUehuT7vfA=w36-h36-p-rp-mo-ba3-br100,Chek Piah,Local Guide · 8 reviews · 27 photos,3 months ago,"Alhamdulillah there weren't many people at the time of going because the elementary school had an event that day. So go ahead and grab it, for me, this B40 really likes it when I try it for the first time, it's really good. But the soft …"
https://lh3.googleusercontent.com/a-/ALV-UjWmmBCJhfP-9aYlBTgwN8cQhilQ751eUIshoIwY1L7V60hvqZ8s=w36-h36-p-rp-mo-ba4-br100,nur fatin fatiha,Local Guide · 23 reviews · 239 photos,6 months ago,SD need to pay ID for the layout of the sales shop concept; the dining room where you pay... xde menu price so 2 start sorry yes 💔 can you change the way to take the order like in the boat noodle shop put the menu list price so don't need …
https://lh3.googleusercontent.com/a/ACg8ocJAJQQAvn6DxAaSOWugS0am30SzgTGafXOnRnjWA482jSjqsA=w36-h36-p-rp-mo-ba2-br100,NUR HAMEEZAH RADUAN,Local Guide · 11 reviews · 15 photos,3 months ago,"It's a haunted store.. If you come once, you'll definitely want to come again.. Go back home, tringat² mknn SD.. X can move on.. It's right.. More hot chocolate.. It's right. .❤️❤️"
https://lh3.googleusercontent.com/a-/ALV-UjVvrmhaxwU_F096-1zHXJ6txV18XFEXi5HoB_0P2oqfakEA5cZl=w36-h36-p-rp-mo-br100,May Ra,11 reviews · 29 photos,8 months ago,"Love dessert @ big food festival teluk intan perak. July 14, 2024 (Sunday)
Sorry to say all the food is sweet. The ratio of ingredients is not balanced. First and after taste sweet to the point of nausea. I bought crunchy, cake in …"
https://lh3.googleusercontent.com/a-/ALV-UjVw9tbmX56J-PxFa66UCUcHOpcAnsyccZFhJe1ocLBD2uYDZs19=w36-h36-p-rp-mo-br100,Shaidatul Anniesa Asyiqin,6 reviews · 2 photos,2 months ago,I used to queue up to 2 hours but now less than 30mins I can get in & buy desserts!! they had improved by having 2 counters for payment & the waiting time has reduced.. all the desserts are delicious because of the premium chocolate!!! …
https://lh3.googleusercontent.com/a-/ALV-UjU6YoHplwSpUkkvjEHg7F-wbnvY1qoGBPPIIDCtJSd9vjXCvsAs=w36-h36-p-rp-mo-ba3-br100,Altamis Arshyad,Local Guide · 19 reviews · 96 photos,4 months ago,Long line. The entry system is not clear. The guard does not know when to let customers in. I came because I didn't have time that day during the Sabah Food Fest. Too much time to enjoy the ambience because it's too crowded.
https://lh3.googleusercontent.com/a-/ALV-UjXaUJtQMLbp1PN4fxcPw8F7yOBGCGwlZrDpf0tD_f7al0_YhCw=w36-h36-p-rp-mo-ba4-br100,Alya Yazid,Local Guide · 37 reviews · 79 photos,5 months ago,"Dessert heaven, rambang mata... delicious, really sweet like chocolate, if you don't want sweet eat coffee.. her food is ok, sdp, pna eat aglio olio chicken grill, mac n cheese.. recommended.."
https://lh3.googleusercontent.com/a-/ALV-UjUMMrK9Yt_IBkipAL6gcdN9A4jlMwad9b3QPsfb7do7BrokXcfQSw=w36-h36-p-rp-mo-ba5-br100,Ery NFQ,"Local Guide · 451 reviews · 1,066 photos",5 months ago,"I had time to repeat at the Sabah Food Fest, we came straight to the shop..."
https://lh3.googleusercontent.com/a/ACg8ocKof1fBVZogvx8GJKPhqN2JMvUI3obnjAzxcBWuZ62HwUd3E2w=w36-h36-p-rp-mo-br100,Balqis Zaki,5 reviews · 5 photos,6 months ago,"The desserts are all good enough, the only thing missing is the fnb part, he's really K.O. The price is expensive but the quantity is small. One of them, this corndog with wind filling is only rm13 for full mozzarella cheese but we don't …"
https://lh3.googleusercontent.com/a/ACg8ocJ7t0KdS7ydnoddUkci6ULOk-vohzYq7b8A0wPT0syQiKX1_w=w36-h36-p-rp-mo-br100,Zailatul Zuhairah,1 review · 1 photo,3 months ago,"for me dessert, he's normal, and I just eat a mouthful. long queues for service out. The workers didn't even smile, they asked why they didn't know. His chocolate tastes normal, it's just too sweet to swallow. 70% cookies are delicious, but whatever, first n last to go."
https://lh3.googleusercontent.com/a-/ALV-UjUmmhaAdHvgZmVK5ArPB3S-3lsyJ5gVFhyP7XgNLZDqwBnNZYg=w36-h36-p-rp-mo-br100,Miss siti,7 reviews · 7 photos,2 weeks ago,"Next time, if the limited item is sold out, let us know in advance, so people can decide to continue queuing to buy something else. It's stupid, it took me a long time to stand until the last cheese cake ran out. With the rain until my back …"
https://lh3.googleusercontent.com/a-/ALV-UjUKT44knYsa1w68tykrR9Pz3iQ-lIRvJ97ClPakPtUTlJxpVmmk=w36-h36-p-rp-mo-ba4-br100,Fazliaza Mohamad Arif,Local Guide · 182 reviews · 24 photos,6 months ago,"It's really all chocolate here. I'm not a fan of sweets, here most of the cookies are nice and sweet. not very sweet everything is delicious. the sweetest for me is the cake in the bowl. …"
https://lh3.googleusercontent.com/a-/ALV-UjXIwR6KjM2EXukOtgbOK0cfROpvO6qVwtJGZeax5S5aSFBDy7HC=w36-h36-p-rp-mo-br100,Nur Syahirah binti Mohamad,6 reviews · 9 photos,4 months ago,Bucket cookies are the best. Buy size M. It's true that SD has a lot. The lid is not closed. You can repeat buying these cookies. Cake in a bowl is the best. But it's really super sweet. Do not eat alone. Please share.
https://lh3.googleusercontent.com/a-/ALV-UjUBuuE7gtROZ04ZBxUVOifFcTYFY0vQT7b1yTxaFKDVumYEzK47=w36-h36-p-rp-mo-br100,nadia bintangsukebiru,2 reviews · 4 photos,a month ago,Delicious. There was a long queue but I didn't have to wait very long. Overall satisfied again with his chocolate coated strawberries.
https://lh3.googleusercontent.com/a/ACg8ocJyz0ZUOxHnox5D5wtJrGD4ggeB-EPpFgfxBau6oJ5XwtnP9Q=w36-h36-p-rp-mo-ba2-br100,aqil amin,Local Guide · 19 reviews,a month ago,"false marketing, I'll fix it here

The price is not expensive because of the premium ingredients, it is expensive …"
https://lh3.googleusercontent.com/a/ACg8ocLqw2YZGeaWvJBhpmO5as3CNcgDAa_dAjrIKnc2HytyaDJemw=w36-h36-p-rp-mo-br100,Nurul Fadhillah,2 reviews · 4 photos,a year ago,"The price is a bit pricey but after trying to eat, the price becomes normal because the chocolate used is really premium. It's just better if there are 2 cashiers during the event. Because the fast line cashier is a regular line.. so, the …"
https://lh3.googleusercontent.com/a-/ALV-UjVxbAL-S-feEPdnGg2rpxPTCG9JzSAJwb5osbv6N4JY8hGi8rCT=w36-h36-p-rp-mo-ba2-br100,Syafiqah Zehar,Local Guide · 9 reviews · 21 photos,a year ago,"Parking: the upstairs is full, but don't worry, downstairs is available, you just have to pay …"
https://lh3.googleusercontent.com/a-/ALV-UjVmfthXvA6A8B9v-5cww6gXZP5zope4-Ptyr8JkwFH96oNdvQ0=w36-h36-p-rp-mo-ba3-br100,Asywal Dzulkafly,Local Guide · 23 reviews · 29 photos,a year ago,"First time dining in, a bit blurry how to order, went straight to the table to scan the QR but saw that dessert was not on the menu, had to order from the front. So I got up to order but the staff didn't even ask if I wanted to dine in or …"
https://lh3.googleusercontent.com/a-/ALV-UjXesjamFX2lsWq2vPGHo610BFKvtLfZOed36ixo_mINMeHoTCDt=w36-h36-p-rp-mo-ba3-br100,nur fazilla,Local Guide · 18 reviews · 28 photos,6 months ago,"no hate feeling, this is just a personal opinion 😊 and I'm really a sweet/dessert fan …"
https://lh3.googleusercontent.com/a/ACg8ocI2E5gqkVLMJ_dua2VbHOqikltvuZHH-w-nN9A5U8QCv6Tmfg=w36-h36-p-rp-mo-br100,hazim jasman,53 reviews · 65 photos,7 months ago,"The food is okay, he's pushing the quality, right? Hence the price is a bit higher than usual. If you want to come, it's better to bring a bag so you can taste it if you don't feel sick because it's too sweet. Unless you like chocolate …"
https://lh3.googleusercontent.com/a-/ALV-UjUNTURl9OZMreqHlhMblFbXGXnvVxlqX3HPSIoAlCJr73Sd7yCQ9w=w36-h36-p-rp-mo-ba3-br100,Jay,Local Guide · 40 reviews · 37 photos,4 months ago,It's delicious.. everything is sweet ting ting. There is a toilet. Even the cafe is cold with air conditioning. Can he come and make something? Fast service.
https://lh3.googleusercontent.com/a-/ALV-UjV2AcMSBqFV3UV48ItNPCrgRnavyNlm8Mej8ASLNnbBKeLbKUhY=w36-h36-p-rp-mo-ba4-br100,Aishah Azli,Local Guide · 83 reviews · 36 photos,2 months ago,"Clean shop, delicious desserts. Only the price is a little expensive. Controversial ice cream is delicious."
https://lh3.googleusercontent.com/a/ACg8ocJLgvWvnRZXy-1_YLUAq2mOfsSaoM3DBxPXjLzvI_yY55kjpg=w36-h36-p-rp-mo-br100,Mama Auf,2 reviews · 2 photos,3 weeks ago,"spend up to 270 to buy something, cake in a bowl is not the best.. I'm sick of it.. ermmm, I don't want to regret it, I don't use it.. reviews like this.. even if I want to wrap a croissant, the staff won't give me fear of getting angry.. I …"
